method,scenario,episode,traffic_seed,espera_media_s,espera_p95_s,espera_max_s,fila_maxima,throughput,tempo_viagem_medio_s,espera_media_avenida_s,espera_media_local_s,n_veiculos,dqn_seed,metodo
dqn,fora_pico,2,10002,111.63799283154121,559.25,1069.0,78.0,1046,148.5095602294455,30.347613219094246,333.75919732441474,1116,2024,especialista
dqn,fora_pico,3,10003,152.24190476190475,689.0999999999999,1393.0,91.0,946,220.20084566596194,45.95026178010471,436.1818181818182,1050,2024,especialista
dqn,fora_pico,4,10004,86.29530201342281,406.5999999999999,1105.0,70.0,971,113.75077239958806,23.797175866495508,270.7121212121212,1043,2024,especialista
dqn,fora_pico,5,10005,82.35881294964028,367.45000000000005,648.0,59.0,1079,141.37071362372566,28.557831325301205,240.70921985815602,1112,2024,especialista
dqn,fora_pico,6,10006,109.79232111692845,657.75,1028.0,87.0,1062,149.7702448210923,26.643598615916954,368.17921146953404,1146,2024,especialista
dqn,fora_pico,7,10007,286.8325404376784,864.0,1405.0,188.0,871,381.8427095292767,202.9142480211082,503.93174061433444,1051,2024,especialista
dqn,fora_pico,8,10008,127.930426716141,633.4999999999998,1143.0,90.0,995,174.94773869346733,36.829787234042556,388.82437275985666,1078,2024,especialista
dqn,fora_pico,9,10009,157.1251109139308,750.7,1127.0,95.0,1027,226.17234664070108,47.69606674612634,475.91319444444446,1127,2024,especialista
dqn,fora_pico,10,10010,121.08754512635379,395.8999999999992,934.0,92.0,1064,188.2640977443609,71.19975031210986,251.25081433224756,1108,2024,especialista
dqn,fora_pico,11,10011,97.92432432432433,479.0999999999999,936.0,86.0,1051,158.74215033301618,28.174185463659146,276.32371794871796,1110,2024,especialista
dqn,fora_pico,12,10012,132.64147465437787,654.5999999999999,975.0,82.0,1001,192.16983016983016,34.12242268041237,380.05501618122975,1085,2024,especialista
dqn,fora_pico,13,10013,161.10244360902254,620.0,1096.0,101.0,994,216.56338028169014,59.00787401574803,418.70529801324506,1064,2024,especialista
dqn,fora_pico,14,10014,230.16666666666666,849.2499999999993,1350.0,185.0,879,273.6063708759954,123.26408010012516,570.4661354581673,1050,2024,especialista
dqn,fora_pico,15,10015,107.33078393881453,489.5,947.0,78.0,975,158.38358974358974,30.33509234828496,309.9791666666667,1046,2024,especialista
dqn,fora_pico,16,10016,162.85202205882354,723.5999999999995,1076.0,93.0,1018,238.96954813359528,48.0671834625323,445.7929936305732,1088,2024,especialista
dqn,fora_pico,17,10017,106.73642030276046,470.0,967.0,83.0,1067,167.5688847235239,28.730238393977416,297.4447852760736,1123,2024,especialista
dqn,fora_pico,18,10018,168.93709528214617,693.0,1462.0,96.0,988,230.46862348178138,45.19259259259259,538.8007380073801,1081,2024,especialista
dqn,fora_pico,19,10019,159.5397890699904,687.9,1184.0,91.0,964,231.45850622406638,52.51574803149607,449.7615658362989,1043,2024,especialista
dqn,balanceado,0,10000,236.58923766816145,3144.5,3340.0,90.0,1022,65.3522504892368,13.099899091826439,2022.7016129032259,1115,7,especialista
dqn,balanceado,1,10001,243.49446494464945,3133.649999999992,3385.0,91.0,995,68.10251256281407,13.670781893004115,2238.035714285714,1084,7,especialista
dqn,balanceado,2,10002,214.39932603201348,2212.7,2938.0,94.0,1103,110.42792384406165,14.647749510763209,1451.648484848485,1187,7,especialista
dqn,balanceado,3,10003,218.17368873602751,2174.0,2836.0,91.0,1075,121.4493023255814,20.0790273556231,1329.0795454545455,1163,7,especialista
dqn,balanceado,4,10004,220.84448305821024,2678.0,3106.0,92.0,1062,88.72504708097928,15.142421159715157,1424.4464285714287,1151,7,especialista
dqn,balanceado,5,10005,150.85744985673352,658.25,796.0,92.0,1306,221.74961715160796,23.798403193612774,473.98730964467006,1396,7,especialista
dqn,balanceado,6,10006,157.07644197359278,773.0,980.0,102.0,1340,222.84029850746268,26.46025878003697,552.9495798319327,1439,7,especialista
dqn,balanceado,7,10007,137.09583333333333,567.1499999999999,774.0,103.0,1345,216.60446096654275,32.47107438016529,351.66525423728814,1440,7,especialista
dqn,balanceado,8,10008,151.1212976022567,646.7499999999993,871.0,92.0,1326,219.80316742081448,27.34752475247525,457.5220588235294,1418,7,especialista
dqn,balanceado,9,10009,236.24165202108964,3287.2999999999997,3462.0,90.0,1048,59.26049618320611,13.005763688760807,2632.0,1138,7,especialista
dqn,balanceado,10,10010,155.75588865096358,692.0,908.0,92.0,1298,226.56009244992296,25.996,479.3466334164589,1401,7,especialista
dqn,balanceado,11,10011,154.58147882268486,761.3999999999999,943.0,92.0,1298,226.58320493066256,29.321608040201006,467.73115577889445,1393,7,especialista
dqn,balanceado,12,10012,159.32516703786192,817.7,1106.0,93.0,1251,238.04716227018386,26.040941658137154,511.26756756756754,1347,7,especialista
dqn,balanceado,13,10013,211.63862660944207,2376.8,2921.0,89.0,1072,103.25746268656717,17.698857736240914,1136.2128712871288,1165,7,especialista
dqn,balanceado,14,10014,242.75157515751576,3313.0,3476.0,91.0,1009,59.17938553022795,13.289345063538612,2910.25,1111,7,especialista
dqn,balanceado,15,10015,246.390243902439,3112.0,3302.0,87.0,980,69.98163265306123,13.815090329436769,1997.216,1066,7,especialista
dqn,balanceado,16,10016,199.14890154597234,2330.6,2648.0,90.0,1135,111.9885462555066,15.34320735444331,918.932,1229,7,especialista
dqn,balanceado,17,10017,234.25486725663717,2993.55,3329.0,95.0,1035,71.55942028985507,15.378894472361809,1847.4518518518519,1130,7,especialista
dqn,balanceado,18,10018,226.2231985940246,2798.1499999999996,3257.0,90.0,1055,76.07962085308057,14.50251256281407,1699.3846153846155,1138,7,especialista
dqn,balanceado,19,10019,159.44551519644182,709.7999999999997,1034.0,98.0,1259,245.8347895154885,28.12578616352201,476.60759493670884,1349,7,especialista
dqn,balanceado,0,10000,237.39420111042566,472.0,629.0,190.0,1425,367.83228070175437,246.06155398587285,223.76031746031745,1621,42,especialista
dqn,balanceado,1,10001,233.28157732593962,510.0,681.0,193.0,1443,357.6978516978517,250.99074074074073,206.84024577572964,1623,42,especialista
dqn,balanceado,2,10002,229.24429364589759,446.0,650.0,198.0,1442,351.3841886269071,226.8962818003914,233.25041736227044,1621,42,especialista
dqn,balanceado,3,10003,211.47277227722773,523.0,732.0,198.0,1418,333.6488011283498,215.94602851323828,204.5441640378549,1616,42,especialista
dqn,balanceado,4,10004,138.4126611957796,348.75,576.0,159.0,1532,248.72715404699738,124.24313326551373,157.6777316735823,1706,42,especialista
dqn,balanceado,5,10005,208.63173834039975,536.0,744.0,214.0,1462,330.56497948016414,218.5319361277445,193.34668721109398,1651,42,especialista
dqn,balanceado,6,10006,248.93313432835822,549.8999999999999,870.0,210.0,1472,366.0964673913044,257.7092803030303,233.96122778675283,1675,42,especialista
dqn,balanceado,7,10007,130.49940546967895,237.0,556.0,116.0,1565,251.48370607028755,115.1198347107438,151.3501400560224,1682,42,especialista
dqn,balanceado,8,10008,236.69165659008465,566.3499999999999,796.0,219.0,1463,355.3383458646617,253.74478649453823,210.1499227202473,1654,42,especialista
dqn,balanceado,9,10009,225.31556632344035,475.5,636.0,202.0,1456,342.25755494505495,228.79923150816524,219.3704918032787,1651,42,especialista
dqn,balanceado,10,10010,179.69387755102042,432.29999999999995,751.0,187.0,1525,298.34360655737703,182.837,175.2979020979021,1715,42,especialista
dqn,balanceado,11,10011,224.41676866585067,496.3499999999999,634.0,194.0,1449,352.35403726708074,236.05125628140703,206.30046948356807,1634,42,especialista
dqn,balanceado,12,10012,232.1143216080402,456.4499999999998,603.0,191.0,1411,357.6172927002126,239.22824974411463,220.8130081300813,1592,42,especialista
dqn,balanceado,13,10013,182.76927784577722,511.74999999999955,816.0,182.0,1441,298.6349757113116,191.3893048128342,171.23891273247497,1634,42,especialista
dqn,balanceado,14,10014,244.69627329192548,556.55,693.0,204.0,1414,371.9207920792079,252.39546351084812,231.59731543624162,1610,42,especialista
dqn,balanceado,15,10015,142.25959232613909,284.0,536.0,160.0,1496,257.1898395721925,132.2837407013815,155.171939477304,1668,42,especialista
dqn,balanceado,16,10016,112.86138613861387,228.0,809.0,95.0,1594,228.34818067754077,82.17364657814096,153.57046070460706,1717,42,especialista
dqn,balanceado,17,10017,184.7571770334928,401.89999999999964,554.0,193.0,1470,298.18979591836734,178.99899497487436,193.22008862629247,1672,42,especialista
dqn,balanceado,18,10018,252.08387096774194,593.1999999999998,876.0,208.0,1345,365.6840148698885,258.6577319587629,241.08965517241379,1550,42,especialista
dqn,balanceado,19,10019,181.65297363580626,445.0,625.0,201.0,1449,291.9848171152519,174.85324947589098,191.23485967503692,1631,42,especialista
dqn,balanceado,0,10000,185.57908327953518,433.0,498.0,134.0,1404,289.17236467236467,126.44904137235116,290.5931899641577,1549,123,especialista
dqn,balanceado,1,10001,180.11548556430446,401.5499999999997,544.0,134.0,1380,280.3927536231884,118.6059670781893,288.4257246376812,1524,123,especialista
dqn,balanceado,2,10002,240.58270418668496,654.2,899.0,203.0,1340,358.3134328358209,171.81409001956948,402.14942528735634,1457,123,especialista
dqn,balanceado,3,10003,314.91288696904246,702.1999999999998,915.0,204.0,1197,450.9799498746867,261.4192229038855,442.2043795620438,1389,123,especialista
dqn,balanceado,4,10004,176.59825620389,446.0,851.0,123.0,1360,279.40441176470586,104.98270600203459,315.1771653543307,1491,123,especialista
dqn,balanceado,5,10005,262.69890260631,603.0,853.0,200.0,1288,370.80357142857144,206.10279441117765,387.06140350877195,1458,123,especialista
dqn,balanceado,6,10006,165.13226205191594,409.0,622.0,130.0,1498,265.0934579439252,98.6645101663586,299.30783582089555,1618,123,especialista
dqn,balanceado,7,10007,191.83625336927224,470.39999999999964,734.0,130.0,1339,305.26512322628827,131.30165289256198,305.39728682170545,1484,123,especialista
dqn,balanceado,8,10008,144.0571249215317,405.39999999999986,556.0,118.0,1486,239.12045760430686,74.33960396039603,264.8370497427101,1593,123,especialista
dqn,balanceado,9,10009,303.3102473498233,662.3,917.0,196.0,1235,408.94736842105266,230.5494716618636,505.83422459893046,1415,123,especialista
dqn,balanceado,10,10010,164.36177036561898,447.1999999999998,567.0,132.0,1409,263.78850248403126,93.272,291.5348837209302,1559,123,especialista
dqn,balanceado,11,10011,254.9953642384106,498.0,738.0,194.0,1358,387.61561119293077,219.19396984924623,324.1650485436893,1510,123,especialista
dqn,balanceado,12,10012,183.8096532970768,489.5,759.0,135.0,1332,281.64639639639637,107.10337768679632,335.51417004048585,1471,123,especialista
dqn,balanceado,13,10013,222.79103448275862,632.0999999999999,836.0,195.0,1278,330.30281690140845,164.05503634475596,338.9363449691992,1450,123,especialista
dqn,balanceado,14,10014,221.17817225509532,484.0,769.0,192.0,1339,326.77520537714713,169.6483300589391,325.4671968190855,1521,123,especialista
dqn,balanceado,15,10015,172.12508451656524,402.1999999999998,529.0,137.0,1389,281.79985601151907,104.66950053134963,290.1096654275093,1479,123,especialista
dqn,balanceado,16,10016,228.85073627844713,479.3499999999999,669.0,193.0,1298,323.97226502311247,170.9376915219612,338.94174757281553,1494,123,especialista
dqn,balanceado,17,10017,173.07997440818937,426.89999999999986,596.0,140.0,1456,278.7465659340659,112.68040201005026,278.88556338028167,1563,123,especialista
dqn,balanceado,18,10018,223.05578512396696,639.0,891.0,193.0,1281,320.8680718188915,155.11256281407034,370.9846827133479,1452,123,especialista
dqn,balanceado,19,10019,185.84072022160666,499.09999999999945,694.0,123.0,1341,277.5749440715884,99.83333333333333,353.2918367346939,1444,123,especialista
dqn,balanceado,0,10000,194.52335766423357,1535.2499999999993,1924.0,161.0,1278,189.37480438184664,74.09889001009081,509.4063324538259,1370,777,especialista
dqn,balanceado,1,10001,233.8832116788321,3106.0,3298.0,88.0,1007,64.88977159880834,8.344650205761317,2001.8145161290322,1096,777,especialista
dqn,balanceado,2,10002,240.15855855855855,3338.95,3505.0,87.0,1022,56.72700587084149,9.49119373776908,2919.0454545454545,1110,777,especialista
dqn,balanceado,3,10003,189.75453367875647,876.8499999999999,1480.0,135.0,1454,270.39064649243466,141.91995947315095,274.51705565529625,1544,777,especialista
dqn,balanceado,4,10004,233.38888888888889,3020.0,3286.0,93.0,1029,74.11273080660835,13.253306205493388,1860.406015037594,1116,777,especialista
dqn,balanceado,5,10005,224.5660542432196,3073.0,3248.0,87.0,1051,68.02854424357754,10.893213572854291,1743.0070921985816,1143,777,especialista
dqn,balanceado,6,10006,228.47264957264957,3319.2,3550.0,89.0,1080,53.63333333333333,6.865988909426987,2953.2272727272725,1170,777,especialista
dqn,balanceado,7,10007,194.42298850574713,1786.8,1994.0,119.0,1213,171.94888705688376,57.417355371900825,587.9584569732938,1305,777,especialista
dqn,balanceado,8,10008,240.95829555757027,3304.8999999999996,3494.0,87.0,1013,55.64856860809477,7.568316831683168,2775.6236559139784,1103,777,especialista
dqn,balanceado,9,10009,217.5738684884714,2989.0,3305.0,87.0,1085,66.64516129032258,8.994236311239193,1887.8153846153846,1171,777,especialista
dqn,balanceado,10,10010,237.97209720972097,3244.0,3464.0,87.0,1008,60.23809523809524,8.451,2305.7297297297296,1111,777,especialista
dqn,balanceado,11,10011,213.72377049180326,2441.1,2756.0,122.0,1126,125.1056838365897,34.17386934673367,1007.7333333333333,1220,777,especialista
dqn,balanceado,12,10012,243.58556891766884,3245.0,3466.0,86.0,994,59.143863179074444,8.433981576253839,2452.653846153846,1081,777,especialista
dqn,balanceado,13,10013,195.4179523141655,1022.75,1456.0,154.0,1332,244.42567567567568,113.93561786085151,364.8941684665227,1426,777,especialista
dqn,balanceado,14,10014,192.42290076335877,2101.55,2351.0,125.0,1213,140.1681780708986,42.30107526881721,727.5261324041812,1310,777,especialista
dqn,balanceado,15,10015,238.34322820037104,3052.15,3227.0,94.0,989,71.80687563195147,11.107332624867162,1799.1386861313867,1078,777,especialista
dqn,balanceado,16,10016,194.57709580838323,1758.5,2051.0,126.0,1246,172.48876404494382,59.651685393258425,564.5826330532213,1336,777,especialista
dqn,balanceado,17,10017,229.59183673469389,3125.8,3318.0,87.0,1037,63.86595949855352,8.94070351758794,1892.8333333333333,1127,777,especialista
dqn,balanceado,18,10018,240.7256880733945,3279.1,3496.0,86.0,1008,55.37896825396825,8.457286432160805,2673.4315789473685,1090,777,especialista
dqn,balanceado,19,10019,245.36491557223263,3219.25,3380.0,86.0,975,62.31589743589743,9.027253668763104,2258.4553571428573,1066,777,especialista
dqn,balanceado,0,10000,265.10927573062264,547.0499999999997,752.0,204.0,1394,394.14203730272595,270.61957618567106,255.7427101200686,1574,2024,especialista
dqn,balanceado,1,10001,263.111833550065,505.14999999999986,633.0,197.0,1342,384.3874813710879,262.3755144032922,264.37632508833923,1538,2024,especialista
dqn,balanceado,2,10002,237.86357786357786,499.0,673.0,192.0,1362,351.62187958883993,216.35518590998043,279.1823308270677,1554,2024,especialista
dqn,balanceado,3,10003,235.87284345047922,596.1999999999998,850.0,203.0,1351,355.0858623242043,241.9555785123967,226.01005025125627,1565,2024,especialista
dqn,balanceado,4,10004,246.6629653821032,603.5,763.0,202.0,1351,373.44115470022206,234.36927772126145,268.7153284671533,1531,2024,especialista
dqn,balanceado,5,10005,234.09183027232424,554.0999999999999,694.0,195.0,1393,352.3697056712132,230.43912175648703,240.43500866551128,1579,2024,especialista
dqn,balanceado,6,10006,273.10819262038774,565.0,790.0,206.0,1400,400.6192857142857,259.90926099158094,299.73018867924526,1599,2024,especialista
dqn,balanceado,7,10007,281.5378266850069,601.0499999999997,756.0,199.0,1258,410.52305246422895,262.1456611570248,320.1625514403292,1454,2024,especialista
dqn,balanceado,8,10008,273.35357368753955,549.0,924.0,197.0,1373,391.99198834668607,288.414314516129,247.9881154499151,1581,2024,especialista
dqn,balanceado,9,10009,232.97827436374922,490.5,608.0,200.0,1464,362.1659836065574,223.85206532180595,249.64561403508773,1611,2024,especialista
dqn,balanceado,10,10010,217.44962686567163,491.64999999999986,680.0,191.0,1416,332.71398305084745,207.503,233.80921052631578,1608,2024,especialista
dqn,balanceado,11,10011,244.6813880126183,529.8,773.0,196.0,1418,372.54231311706627,246.70050251256282,241.27627118644068,1585,2024,especialista
dqn,balanceado,12,10012,258.7002652519894,502.0,637.0,191.0,1364,389.2096774193548,243.94779938587513,285.8436911487759,1508,2024,especialista
dqn,balanceado,13,10013,260.5292942743009,649.0,906.0,198.0,1315,386.67376425855514,263.2636655948553,256.0456942003515,1502,2024,especialista
dqn,balanceado,14,10014,267.1451822916667,570.25,727.0,204.0,1328,388.9201807228916,261.26078234704113,278.02968460111316,1536,2024,especialista
dqn,balanceado,15,10015,284.2249488752556,536.0,664.0,200.0,1264,415.55775316455697,276.5951115834219,297.8745247148289,1467,2024,especialista
dqn,balanceado,16,10016,263.57824427480915,487.0,617.0,198.0,1363,393.28980190755686,274.19203268641473,246.0556492411467,1572,2024,especialista
dqn,balanceado,17,10017,272.2151573538857,494.1999999999998,616.0,197.0,1366,397.9655929721815,272.8261306532663,271.1334519572954,1557,2024,especialista
dqn,balanceado,18,10018,271.3587322993931,614.7999999999997,800.0,204.0,1293,396.8808971384377,258.6136363636364,295.31456310679613,1483,2024,especialista
dqn,balanceado,19,10019,252.62084993359895,516.0,650.0,191.0,1323,376.0604686318972,241.38993710691824,272.03079710144925,1506,2024,especialista
dqn,pico_invertido,0,10000,151.6280303030303,613.05,713.0,87.0,1230,230.6138211382114,30.476793248945146,460.3682795698925,1320,7,especialista
dqn,pico_invertido,1,10001,145.0014619883041,655.2999999999997,1008.0,92.0,1287,219.94949494949495,29.65069860279441,460.7978142076503,1368,7,especialista
dqn,pico_invertido,2,10002,138.08778089887642,606.0,813.0,88.0,1326,210.21191553544494,25.7703488372093,433.78061224489795,1424,7,especialista
dqn,pico_invertido,3,10003,146.53612716763007,591.6999999999998,827.0,91.0,1302,226.56758832565285,34.87141444114738,449.19839142091155,1384,7,especialista
dqn,pico_invertido,4,10004,151.5262768319763,645.5,808.0,92.0,1255,238.68207171314742,37.26680455015512,439.2578125,1351,7,especialista
dqn,pico_invertido,5,10005,127.46955913226031,520.5999999999999,715.0,83.0,1341,204.35421327367635,22.557328015952145,374.481220657277,1429,7,especialista
dqn,pico_invertido,6,10006,166.93651979088872,994.5999999999995,1272.0,114.0,1251,242.1207034372502,47.63673469387755,492.6016713091922,1339,7,especialista
dqn,pico_invertido,7,10007,136.2278298485941,524.7,631.0,87.0,1292,219.20975232198143,29.748958333333334,375.6182669789227,1387,7,especialista
dqn,pico_invertido,8,10008,178.67796610169492,1190.1499999999999,1739.0,101.0,1189,177.48275862068965,36.911021233569265,632.4239482200647,1298,7,especialista
dqn,pico_invertido,9,10009,147.41986947063089,582.0999999999999,695.0,98.0,1287,228.16705516705517,37.23147208121827,422.89086294416245,1379,7,especialista
dqn,pico_invertido,10,10010,176.17142857142858,1066.1,1672.0,118.0,1201,180.20566194837636,41.31573802541544,625.5439739413681,1330,7,especialista
dqn,pico_invertido,11,10011,137.67910983488872,597.1999999999996,810.0,84.0,1307,213.67635807192042,26.651873767258383,434.7282321899736,1393,7,especialista
dqn,pico_invertido,12,10012,153.93809874723655,600.0,751.0,92.0,1266,227.3870458135861,32.793422404933196,460.9010416666667,1357,7,especialista
dqn,pico_invertido,13,10013,150.8653404743688,606.0,775.0,85.0,1228,231.2858306188925,30.74288840262582,430.23409669211196,1307,7,especialista
dqn,pico_invertido,14,10014,135.0929041697147,555.1000000000001,733.0,83.0,1283,217.12392829306313,24.884811416921508,415.18134715025906,1367,7,especialista
dqn,pico_invertido,15,10015,146.48446327683615,586.25,738.0,104.0,1330,229.53533834586466,41.02261553588987,415.29323308270676,1416,7,especialista
dqn,pico_invertido,16,10016,154.09826589595374,628.8499999999999,994.0,108.0,1263,206.69754552652415,37.55631067961165,493.18926553672316,1384,7,especialista
dqn,pico_invertido,17,10017,141.22390208783298,586.5999999999999,786.0,88.0,1290,218.33875968992248,26.365365365365367,435.4384615384615,1389,7,especialista
dqn,pico_invertido,18,10018,163.0802556818182,864.8499999999988,1192.0,111.0,1314,247.0966514459665,53.96926032660903,472.574931880109,1408,7,especialista
dqn,pico_invertido,19,10019,176.67188723570868,1061.4,1488.0,93.0,1184,185.6748310810811,27.063316582914574,704.5460992907801,1277,7,especialista
dqn,pico_invertido,0,10000,160.2993024730501,388.39999999999964,611.0,189.0,1402,276.8216833095578,141.15822784810126,189.14785373608902,1577,42,especialista
dqn,pico_invertido,1,10001,206.3245283018868,458.0,627.0,182.0,1412,333.5913597733711,203.46407185628743,211.19897959183675,1590,42,especialista
dqn,pico_invertido,2,10002,223.34771886559804,416.0,519.0,186.0,1452,356.9931129476584,228.39341085271317,214.5220338983051,1622,42,especialista
dqn,pico_invertido,3,10003,237.50532247964935,463.1999999999998,616.0,194.0,1411,365.70659107016303,248.98615232443126,217.69795221843003,1597,42,especialista
dqn,pico_invertido,4,10004,180.40870098039215,394.4499999999998,541.0,181.0,1457,302.0631434454358,184.6390899689762,174.25714285714287,1632,42,especialista
dqn,pico_invertido,5,10005,242.21849271690942,561.1999999999998,797.0,200.0,1398,370.96065808297567,263.20654396728014,208.0648918469218,1579,42,especialista
dqn,pico_invertido,6,10006,253.54188144329896,458.4499999999998,607.0,194.0,1370,392.5189781021898,267.9010204081633,228.94055944055944,1552,42,especialista
dqn,pico_invertido,7,10007,212.91917293233084,435.0,566.0,198.0,1436,346.3816155988858,222.58125,198.33490566037736,1596,42,especialista
dqn,pico_invertido,8,10008,238.933868974042,491.0,650.0,193.0,1426,373.9438990182328,258.4438827098079,208.25755166931637,1618,42,especialista
dqn,pico_invertido,9,10009,196.1261711430356,430.0,697.0,200.0,1431,327.3570929419986,193.2243654822335,200.76623376623377,1601,42,especialista
dqn,pico_invertido,10,10010,208.4283973187081,420.0,650.0,181.0,1457,340.751544269046,219.54905847373638,190.6740506329114,1641,42,especialista
dqn,pico_invertido,11,10011,211.82248157248156,395.2999999999997,617.0,176.0,1465,343.93174061433444,220.1449704142012,198.07817589576547,1628,42,especialista
dqn,pico_invertido,12,10012,207.29805352798053,475.0,633.0,181.0,1461,325.82888432580427,225.30546955624354,181.4474074074074,1644,42,especialista
dqn,pico_invertido,13,10013,164.47490347490347,363.74999999999955,523.0,169.0,1368,275.23830409356725,153.23522975929978,180.5265625,1554,42,especialista
dqn,pico_invertido,14,10014,250.6835278858625,603.8499999999995,811.0,202.0,1341,362.02386278896347,269.16926272066456,219.9378238341969,1542,42,especialista
dqn,pico_invertido,15,10015,239.7158026233604,462.0,605.0,193.0,1410,371.56524822695036,248.91052114060963,223.70376712328766,1601,42,especialista
dqn,pico_invertido,16,10016,205.05558949297495,471.39999999999964,630.0,192.0,1454,323.26341127922973,209.76344086021504,197.21172638436482,1637,42,especialista
dqn,pico_invertido,17,10017,198.36876876876877,440.79999999999995,539.0,168.0,1478,326.23815967523683,209.80380380380382,181.21621621621622,1665,42,especialista
dqn,pico_invertido,18,10018,223.89261744966444,455.0999999999999,651.0,202.0,1457,349.557309540151,231.70028818443805,210.30100334448161,1639,42,especialista
dqn,pico_invertido,19,10019,192.5300063171194,494.89999999999986,811.0,191.0,1407,316.135039090263,193.11550468262226,191.62540192926045,1583,42,especialista
dqn,pico_invertido,0,10000,319.9984790874525,685.0,996.0,186.0,1124,456.7482206405694,261.92021276595744,465.58133333333336,1315,123,especialista
dqn,pico_invertido,1,10001,246.7054747054747,611.8999999999999,928.0,184.0,1278,359.3286384976526,197.17365269461078,359.2471655328798,1443,123,especialista
dqn,pico_invertido,2,10002,170.90445448676564,410.5999999999999,747.0,131.0,1406,282.59743954480797,114.20348837209302,284.0870406189555,1549,123,especialista
dqn,pico_invertido,3,10003,183.59190444591906,414.0,541.0,161.0,1341,286.7524235645041,124.86547972304649,303.2943548387097,1507,123,especialista
dqn,pico_invertido,4,10004,162.12920237310482,408.0,658.0,129.0,1375,265.5432727272727,109.60082730093072,254.48363636363635,1517,123,especialista
dqn,pico_invertido,5,10005,211.0308932169241,476.0,557.0,182.0,1328,335.05120481927713,164.07078763708873,307.94650205761315,1489,123,especialista
dqn,pico_invertido,6,10006,199.04761904761904,431.64999999999986,670.0,140.0,1316,307.8731003039514,144.47448979591837,308.1938775510204,1470,123,especialista
dqn,pico_invertido,7,10007,260.73169014084505,576.05,839.0,191.0,1244,377.0008038585209,216.90104166666666,352.204347826087,1420,123,especialista
dqn,pico_invertido,8,10008,246.92307692307693,469.89999999999986,681.0,183.0,1315,374.30342205323194,199.64206268958543,349.92070484581495,1443,123,especialista
dqn,pico_invertido,9,10009,334.59070464767615,738.3499999999999,979.0,188.0,1148,483.4459930313589,282.6045548654244,471.05434782608694,1334,123,especialista
dqn,pico_invertido,10,10010,220.0245033112583,474.0999999999999,698.0,177.0,1310,339.82595419847326,177.35092864125122,309.6652977412731,1510,123,especialista
dqn,pico_invertido,11,10011,246.86639400136332,474.0,650.0,179.0,1303,372.5725249424405,208.42011834319527,332.924944812362,1467,123,especialista
dqn,pico_invertido,12,10012,222.6,457.5999999999999,658.0,179.0,1314,339.35540334855403,171.83350462487152,322.9979674796748,1465,123,especialista
dqn,pico_invertido,13,10013,205.31712626995645,490.14999999999986,779.0,175.0,1202,304.56988352745424,139.82166301969366,334.3318965517241,1378,123,especialista
dqn,pico_invertido,14,10014,222.95807560137456,487.29999999999995,688.0,179.0,1288,337.32686335403724,178.45056065239552,315.0717299578059,1455,123,especialista
dqn,pico_invertido,15,10015,187.00393959290872,374.0,515.0,125.0,1393,302.2361809045226,134.33333333333334,292.8656126482214,1523,123,especialista
dqn,pico_invertido,16,10016,228.21201657458565,584.2999999999997,970.0,186.0,1285,342.1330739299611,162.3844660194175,390.41866028708137,1448,123,especialista
dqn,pico_invertido,17,10017,255.34181568088033,497.0,672.0,186.0,1260,370.23333333333335,208.018018018018,359.24615384615385,1454,123,especialista
dqn,pico_invertido,18,10018,245.17294751009422,488.75,665.0,172.0,1309,365.7975553857907,196.28722382324688,359.53258426966295,1486,123,especialista
dqn,pico_invertido,19,10019,252.73285714285714,556.0,879.0,184.0,1239,365.80710250201776,195.70734229576007,380.0854503464203,1400,123,especialista
dqn,pico_invertido,0,10000,216.21318879855465,2836.1000000000004,3130.0,82.0,1016,82.125,11.787974683544304,1435.0503144654087,1107,777,especialista
dqn,pico_invertido,1,10001,244.5879218472469,3131.25,3342.0,99.0,1028,100.67315175097276,50.29840319361278,1814.5725806451612,1126,777,especialista
dqn,pico_invertido,2,10002,225.4251550044287,3353.6,3477.0,89.0,1035,57.05797101449275,8.638565891472869,2531.855670103093,1129,777,especialista
dqn,pico_invertido,3,10003,170.70747849106553,754.5,1385.0,151.0,1402,264.1191155492154,114.62413452027695,284.108,1511,777,especialista
dqn,pico_invertido,4,10004,205.28087167070217,2065.1,2332.0,132.0,1146,161.75828970331588,55.613236814891415,737.3713235294117,1239,777,especialista
dqn,pico_invertido,5,10005,223.4179008370895,511.0,1304.0,183.0,1436,341.7569637883008,210.83549351944168,246.36363636363637,1553,777,especialista
dqn,pico_invertido,6,10006,187.66330209084356,1060.7,1556.0,112.0,1268,206.3690851735016,98.9969387755102,401.15970515970514,1387,777,especialista
dqn,pico_invertido,7,10007,176.39628040057224,1320.1499999999999,2173.0,117.0,1309,201.16119174942705,82.23020833333334,382.78767123287673,1398,777,especialista
dqn,pico_invertido,8,10008,160.39367429340513,754.5,1743.0,122.0,1369,240.67202337472608,95.32052578361981,289.8853118712274,1486,777,especialista
dqn,pico_invertido,9,10009,244.10055350553506,3297.0,3446.0,90.0,998,80.70541082164328,30.569543147208122,2368.626262626263,1084,777,especialista
dqn,pico_invertido,10,10010,211.2429296591733,1441.1,1792.0,122.0,1251,202.98241406874502,114.43695014662757,489.4241573033708,1379,777,especialista
dqn,pico_invertido,11,10011,155.60355434039644,599.0,1407.0,141.0,1311,228.2181540808543,81.1163708086785,323.8218262806236,1463,777,especialista
