method,scenario,episode,traffic_seed,espera_media_s,espera_p95_s,espera_max_s,fila_maxima,throughput,tempo_viagem_medio_s,espera_media_avenida_s,espera_media_local_s,n_veiculos,dqn_seed,metodo
dqn,pico_assimetrico,19,10019,168.56579476861168,519.7999999999997,670.0,207.0,2282,283.8089395267309,122.33755868544601,445.9352112676056,2485,123,especialista
dqn,pico_assimetrico,0,10000,154.42052469135803,1014.4499999999998,1526.0,197.0,2405,244.5950103950104,86.28492802709569,854.1434782608695,2592,777,especialista
dqn,pico_assimetrico,1,10001,150.53231357552582,337.0,2737.0,204.0,2482,187.84045124899274,82.53624382207579,1033.390374331551,2615,777,especialista
dqn,pico_assimetrico,2,10002,148.79672630376857,324.6999999999998,2746.0,200.0,2493,184.80104292017649,77.23663810689514,1145.3522727272727,2627,777,especialista
dqn,pico_assimetrico,3,10003,170.08933384674626,341.1999999999998,1803.0,214.0,2393,293.430004178855,114.0646420824295,612.3390410958904,2597,777,especialista
dqn,pico_assimetrico,4,10004,131.78296703296704,277.0,3045.0,193.0,2427,137.25381128965802,53.77386934673367,1296.06875,2548,777,especialista
dqn,pico_assimetrico,5,10005,162.9952959623677,486.0,3003.0,212.0,2402,186.8534554537885,88.38932888703627,1340.4934210526317,2551,777,especialista
dqn,pico_assimetrico,6,10006,216.86402027027026,369.3000000000002,3291.0,225.0,2132,267.21529080675424,134.52517667844523,2009.3173076923076,2368,777,especialista
dqn,pico_assimetrico,7,10007,114.43132624950806,176.0,3304.0,161.0,2440,97.13770491803278,28.269262634631318,1752.1889763779527,2541,777,especialista
dqn,pico_assimetrico,8,10008,143.8087098087098,395.0,3168.0,196.0,2298,155.25805047867712,61.78990158322636,1741.125,2457,777,especialista
dqn,pico_assimetrico,9,10009,153.40546784751638,320.1999999999998,2291.0,197.0,2395,236.83799582463465,85.76655348047538,814.6390041493776,2597,777,especialista
dqn,pico_assimetrico,10,10010,210.11407012871726,563.4000000000001,2431.0,214.0,2009,291.2434046789447,143.04547701433515,800.0260869565218,2253,777,especialista
dqn,pico_assimetrico,11,10011,159.6665402124431,668.25,1424.0,205.0,2429,260.25030876904077,99.72441275167785,726.7380952380952,2636,777,especialista
dqn,pico_assimetrico,12,10012,131.07744510978043,200.0,3348.0,196.0,2387,124.58273984080435,38.23,2253.304761904762,2505,777,especialista
dqn,pico_assimetrico,13,10013,149.29117527450182,314.1999999999998,2928.0,203.0,2361,171.14527742482,63.622829861111114,1422.7096774193549,2459,777,especialista
dqn,pico_assimetrico,14,10014,152.74296875,339.0,2796.0,212.0,2425,179.64907216494845,80.49643605870021,1137.36,2560,777,especialista
dqn,pico_assimetrico,15,10015,131.67404817404818,268.0,3127.0,202.0,2459,143.334688897926,47.002459016393445,1673.455223880597,2574,777,especialista
dqn,pico_assimetrico,16,10016,198.75407230830353,397.39999999999964,2486.0,221.0,2263,260.1444984533805,137.5718027062418,818.9690265486726,2517,777,especialista
dqn,pico_assimetrico,17,10017,127.75306203081786,214.0,3185.0,190.0,2422,127.63542526837324,41.126451077943614,1883.579831932773,2531,777,especialista
dqn,pico_assimetrico,18,10018,120.23280217644772,233.4000000000001,3289.0,193.0,2464,105.26055194805195,33.00565199838514,2370.875,2573,777,especialista
dqn,pico_assimetrico,19,10019,142.74162679425837,349.6500000000001,3055.0,219.0,2405,160.97837837837838,56.766484670306596,1754.6062992125985,2508,777,especialista
dqn,pico_assimetrico,0,10000,152.35046728971963,373.0,567.0,215.0,2567,258.5364238410596,123.8008695652174,288.58298755186723,2782,2024,especialista
dqn,pico_assimetrico,1,10001,164.54094108929232,433.0999999999999,669.0,225.0,2493,276.48335338949056,132.4706397896582,340.0431654676259,2699,2024,especialista
