method,scenario,episode,traffic_seed,espera_media_s,espera_p95_s,espera_max_s,fila_maxima,throughput,tempo_viagem_medio_s,espera_media_avenida_s,espera_media_local_s,n_veiculos,dqn_seed
dqn,grid,11,10011,85.44350649350649,392.09999999999945,1719.0,121.0,2917,195.94994857730546,92.65618860510806,71.37739463601532,3080,7
dqn,grid,12,10012,83.22835172183217,408.5,1442.0,106.0,2829,194.09579356663133,90.34562211981567,69.83718689788054,2991,7
dqn,grid,13,10013,83.93189480782198,389.75,2014.0,103.0,2800,188.7,92.65506653019447,67.08893280632411,2966,7
dqn,grid,14,10014,85.95363575717145,382.60000000000036,1602.0,113.0,2824,193.9801699716714,90.43772062531518,77.19310344827586,2998,7
dqn,grid,15,10015,86.30272220400131,415.3999999999992,1926.0,112.0,2866,198.58722958827633,95.55813953488372,69.20915032679738,3049,7
dqn,grid,16,10016,84.72157534246575,379.0499999999997,1695.0,118.0,2737,196.55389112166606,88.94640998959417,76.58517034068136,2920,7
dqn,grid,17,10017,84.87491877842756,359.4499999999989,1304.0,118.0,2911,197.5726554448643,90.19931102362204,74.53154875717017,3078,7
dqn,grid,18,10018,84.77763070814031,419.7499999999991,1694.0,120.0,2826,193.43418259023355,93.96222562531904,67.8513640639699,3022,7
dqn,grid,19,10019,85.15704918032787,388.5499999999997,2109.0,110.0,2889,196.0231914157148,91.56711915535445,73.14043355325165,3050,7
dqn,grid,0,10000,699.0865231259968,3004.65,3465.0,843.0,1615,141.42291021671826,343.8262910798122,1851.4280879864637,2508,42
dqn,grid,1,10001,711.25483234714,2990.0,3544.0,930.0,1563,143.87332053742801,352.5625,1912.2281303602058,2535,42
dqn,grid,2,10002,607.4401726167124,2992.3999999999996,3491.0,754.0,1745,164.36275071633239,357.51650584052817,1455.8879310344828,2549,42
dqn,grid,3,10003,714.5946869070209,3090.5999999999995,3509.0,910.0,1682,145.025564803805,349.537708129285,1971.671163575042,2635,42
dqn,grid,4,10004,783.3226053639846,3093.649999999999,3536.0,965.0,1602,168.03995006242198,375.7450980392157,2242.021052631579,2610,42
dqn,grid,5,10005,739.5655965120887,3031.8,3554.0,908.0,1585,140.44668769716088,356.76467532467535,1971.8260869565217,2523,42
dqn,grid,6,10006,533.1496937212863,2791.45,3471.0,743.0,1827,155.27969348659005,266.5738607911868,1398.7626016260162,2612,42
dqn,grid,7,10007,779.0936202340506,2965.7999999999997,3540.0,1016.0,1589,154.4587791063562,396.2368552829244,1951.739263803681,2649,42
dqn,grid,8,10008,708.3194075199392,2907.4,3448.0,959.0,1631,143.17841814837524,361.8826479438315,1789.3755868544602,2633,42
dqn,grid,9,10009,691.2045112781955,2854.4499999999975,3536.0,965.0,1654,169.9117291414752,370.6074297188755,1647.2365269461077,2660,42
dqn,grid,10,10010,809.852975495916,3060.0,3544.0,985.0,1533,169.71689497716895,437.09343434343435,2058.6920473773266,2571,42
dqn,grid,11,10011,689.6107156238292,2892.0,3479.0,950.0,1677,179.62850327966606,340.54076620825145,1812.3696682464456,2669,42
dqn,grid,12,10012,701.8625242718447,2904.0,3513.0,930.0,1605,158.06355140186915,365.5412186379928,1757.8681672025723,2575,42
dqn,grid,13,10013,725.2088176352705,3045.5999999999995,3547.0,876.0,1586,143.19230769230768,351.85699588477365,2042.442831215971,2495,42
dqn,grid,14,10014,714.5952658129609,3087.3999999999987,3547.0,896.0,1644,174.2189781021898,332.28954017180394,1979.784280936455,2577,42
dqn,grid,15,10015,741.0643545279383,3082.299999999997,3556.0,948.0,1600,165.29625,394.8877654196158,1850.8492706645056,2595,42
dqn,grid,16,10016,681.5091342335187,2971.0,3550.0,894.0,1583,163.0113708149084,326.58116545265347,1826.0922818791946,2518,42
dqn,grid,17,10017,752.7023764617126,2988.0,3464.0,983.0,1627,148.559926244622,396.0896110290497,1920.8967741935485,2651,42
dqn,grid,18,10018,736.4707046714173,3050.5,3535.0,924.0,1564,160.94948849104858,348.86115364982135,2075.671957671958,2526,42
dqn,grid,19,10019,754.3710111495578,2998.0,3527.0,953.0,1613,137.3738375697458,396.6857717445953,1916.8480392156862,2601,42
dqn,grid,0,10000,107.3344437041972,554.8999999999996,1684.0,144.0,2776,220.36959654178673,91.68022952529995,134.9926267281106,3002,123
dqn,grid,1,10001,91.49271926854047,430.60000000000036,2106.0,142.0,2760,201.85398550724636,87.8201844262295,98.65434565434566,2953,123
dqn,grid,2,10002,88.19314746388982,426.0,1401.0,118.0,2807,199.39508371927326,78.78313864906043,106.57440476190476,2977,123
dqn,grid,3,10003,91.61659697651979,382.39999999999964,2002.0,127.0,2928,201.202868852459,90.17333984375,94.40245051837888,3109,123
dqn,grid,4,10004,88.35290237467018,366.89999999999964,2198.0,132.0,2837,196.49524145223828,93.39343459088683,77.97174571140262,3032,123
dqn,grid,5,10005,99.48964595858384,480.39999999999964,1895.0,144.0,2828,212.35714285714286,92.68987012987013,111.73433115060804,2994,123
dqn,grid,6,10006,84.79993275050437,427.3499999999999,2210.0,120.0,2785,188.98312387791742,85.4466700050075,83.47799385875128,2974,123
dqn,grid,7,10007,98.64417379855168,515.7500000000005,2097.0,164.0,2867,214.5109870945239,94.79719579369053,106.02401536983669,3038,123
dqn,grid,8,10008,82.72277227722772,353.5499999999997,1617.0,124.0,2835,192.00352733686066,81.483,85.13009708737864,3030,123
dqn,grid,9,10009,97.83742534837425,477.6999999999998,1940.0,157.0,2796,203.620886981402,87.13102409638554,118.70547945205479,3014,123
dqn,grid,10,10010,96.4564930784443,412.3499999999999,2584.0,135.0,2828,206.57142857142858,98.07870837537841,93.40019011406844,3034,123
dqn,grid,11,10011,91.20292207792208,405.0499999999997,1844.0,126.0,2887,196.49289920332524,88.04567779960708,97.36015325670498,3080,123
dqn,grid,12,10012,73.99732530926111,347.0,1149.0,116.0,2802,181.7444682369736,73.10496671786994,75.67630057803468,2991,123
dqn,grid,13,10013,84.2154416722859,340.75,2029.0,112.0,2801,192.70403427347375,89.12128966223132,74.74308300395256,2966,123
dqn,grid,14,10014,84.52401601067378,405.1500000000001,1387.0,127.0,2806,191.7822523164647,81.8910741301059,89.66798029556651,2998,123
dqn,grid,15,10015,114.99770416530009,551.0,2277.0,156.0,2853,228.33648790746582,107.03791708796764,129.6984126984127,3049,123
dqn,grid,16,10016,84.11061643835616,388.0,2330.0,133.0,2715,195.14953959484347,78.52393340270551,94.86973947895791,2920,123
dqn,grid,17,10017,103.37751786874594,508.14999999999964,1440.0,162.0,2872,216.59470752089138,86.82135826771653,135.54015296367112,3078,123
dqn,grid,18,10018,105.44374586366645,515.7499999999991,2292.0,152.0,2793,214.68385248836375,95.27922409392548,124.17591721542803,3022,123
dqn,grid,19,10019,92.69344262295083,415.09999999999945,1885.0,133.0,2863,203.6325532658051,89.228255404726,99.1894439208294,3050,123
dqn,grid,0,10000,131.18720852764824,639.8999999999996,2125.0,185.0,2730,238.13846153846154,128.5112154407929,135.9152073732719,3002,777
dqn,grid,1,10001,294.04776847977683,1576.65,3311.0,603.0,2205,225.28843537414966,203.68753206772703,485.6822633297062,2868,777
dqn,grid,2,10002,252.1403567822282,1329.5,3316.0,560.0,2362,230.27434377646063,191.82529202640936,370.66367265469063,2971,777
dqn,grid,3,10003,145.42972016725636,691.1999999999998,2047.0,222.0,2850,249.8740350877193,129.974609375,175.26201696512723,3109,777
dqn,grid,4,10004,116.88225593667546,511.7999999999993,2220.0,148.0,2826,226.0307855626327,118.38020578147966,113.79717457114026,3032,777
dqn,grid,5,10005,293.7782285327924,1500.15,3017.0,571.0,2329,265.9720910261915,198.88623376623377,470.60987415295256,2958,777
dqn,grid,6,10006,189.6654275092937,1143.5999999999995,3362.0,357.0,2534,211.1460142067877,150.8452679018528,270.25155925155923,2959,777
dqn,grid,7,10007,159.89861751152074,806.5000000000009,2223.0,275.0,2686,225.3227848101266,133.86079118678018,209.84822286263207,3038,777
dqn,grid,8,10008,189.28571428571428,916.5499999999997,2705.0,460.0,2518,240.32922954725973,160.4615,245.5830078125,3024,777
dqn,grid,9,10009,189.2573179033356,912.0500000000006,2231.0,280.0,2585,253.0588007736944,131.45833333333334,310.9651162790698,2938,777
dqn,grid,10,10010,308.8903182125931,1614.0499999999997,3272.0,692.0,2233,211.36005373936408,218.97866937531742,488.6223350253807,2954,777
dqn,grid,11,10011,217.69715779157139,1134.0,2471.0,377.0,2616,262.1616972477064,156.66110019646365,338.93560975609756,3061,777
dqn,grid,12,10012,122.14710799063859,563.0,2161.0,165.0,2770,228.642238267148,119.4173067076293,127.28323699421965,2991,777
dqn,grid,13,10013,128.46257585974377,631.0,2579.0,213.0,2692,220.84546805349183,127.4539406345957,130.4100790513834,2966,777
dqn,grid,14,10014,280.89811066126856,1346.6999999999998,2717.0,643.0,2282,267.840490797546,204.95511850731216,434.4097859327217,2964,777
dqn,grid,15,10015,128.76582486061002,590.3999999999996,2860.0,195.0,2767,228.7466570292736,124.4453993933266,136.7450980392157,3049,777
dqn,grid,16,10016,256.5853236413984,1509.7999999999997,2686.0,436.0,2385,283.535429769392,176.02445369406868,416.7073422957601,2889,777
dqn,grid,17,10017,236.87347611202637,1299.2999999999997,2705.0,414.0,2557,247.88893234258896,157.25492125984252,398.17447657028913,3035,777
dqn,grid,18,10018,140.608206485771,748.8999999999996,2439.0,201.0,2734,245.3119970738844,136.69218989280245,147.8250235183443,3022,777
dqn,grid,19,10019,156.95800524934384,798.3000000000002,3258.0,264.0,2706,231.57760532150775,142.47058823529412,184.16808309726156,3048,777
dqn,grid,0,10000,53.90473017988008,179.94999999999982,1475.0,81.0,2859,166.62329485834206,54.81533646322379,52.295852534562215,3002,2024
dqn,grid,1,10001,47.55130375888927,171.0,855.0,74.0,2819,159.16211422490244,46.408811475409834,49.77922077922078,2953,2024
dqn,grid,2,10002,57.803157541148806,233.0,805.0,84.0,2846,168.87034434293744,58.21533773489081,56.99801587301587,2977,2024
dqn,grid,3,10003,58.80604696043744,228.0,941.0,91.0,2969,168.1559447625463,60.6142578125,55.31573986804901,3109,2024
dqn,grid,4,10004,50.892150395778366,183.44999999999982,816.0,91.0,2868,159.51150627615064,49.59333659970603,53.56710393541877,3032,2024
dqn,grid,5,10005,54.49933199732799,209.3499999999999,852.0,77.0,2864,164.9231843575419,57.68571428571428,48.76145930776426,2994,2024
dqn,grid,6,10006,59.17417619367855,233.69999999999982,1050.0,89.0,2827,170.99044923947648,57.7586379569354,62.0675537359263,2974,2024
dqn,grid,7,10007,56.83113890717577,217.1500000000001,1114.0,96.0,2880,166.50520833333334,57.271407110666,55.98655139289145,3038,2024
dqn,grid,8,10008,69.75082508250826,299.5499999999997,972.0,176.0,2789,167.4553603442094,61.0565,86.63300970873786,3030,2024
dqn,grid,9,10009,54.23888520238885,205.0,904.0,90.0,2870,165.20975609756098,51.98744979919679,58.62720156555773,3014,2024
dqn,grid,10,10010,55.956493078444296,208.3499999999999,895.0,103.0,2858,165.61756473058082,53.8773965691221,59.87357414448669,3034,2024
dqn,grid,11,10011,60.989285714285714,250.0,986.0,102.0,2939,174.68254508336167,61.473968565815326,60.04406130268199,3080,2024
dqn,grid,12,10012,58.35439652290204,218.0,1338.0,84.0,2847,168.05795574288726,63.72862263184844,48.24277456647399,2991,2024
dqn,grid,13,10013,54.83513149022252,224.75,1415.0,90.0,2839,163.36491722437478,58.53480040941658,47.691699604743086,2966,2024
dqn,grid,14,10014,58.40693795863909,221.1500000000001,1303.0,106.0,2854,169.09810791871058,62.19415027735754,51.00788177339901,2998,2024
dqn,grid,15,10015,56.20039357166284,212.19999999999982,1701.0,86.0,2900,168.0044827586207,56.94438827098079,54.826330532212886,3049,2024
dqn,grid,16,10016,53.382876712328766,210.1999999999989,923.0,90.0,2735,163.7868372943327,53.30228928199792,53.53807615230461,2920,2024
dqn,grid,17,10017,493.320480174609,2714.9999999999995,3499.0,797.0,1907,160.67278447823807,247.144776119403,1162.8917456021652,2749,2024
dqn,grid,18,10018,165.78841567291312,1237.6999999999975,2178.0,397.0,2477,155.9156237383932,103.84379785604901,290.1219262295082,2935,2024
dqn,grid,19,10019,56.32295081967213,201.0,888.0,103.0,2913,167.91967044284243,56.36953242835596,56.235626767200756,3050,2024
