method,scenario,episode,traffic_seed,espera_media_s,espera_p95_s,espera_max_s,fila_maxima,throughput,tempo_viagem_medio_s,espera_media_avenida_s,espera_media_local_s,n_veiculos,dqn_seed
dqn,grid,8,10008,54.12211221122112,144.54999999999973,793.0,100.0,2868,165.63877266387726,51.917,58.40388349514563,3030,123
dqn,grid,9,10009,52.60749834107499,146.69999999999982,810.0,89.0,2866,164.63363572923936,50.98744979919679,55.765166340508806,3014,123
dqn,grid,10,10010,52.73961766644693,137.0,773.0,84.0,2885,165.91195840554593,51.776488395560044,54.5541825095057,3034,123
dqn,grid,11,10011,51.33409090909091,138.0,671.0,80.0,2932,163.58833560709414,50.17681728880157,53.59099616858238,3080,123
dqn,grid,12,10012,50.422601136743566,133.5,601.0,81.0,2867,162.1764911056854,49.117767537122376,52.8776493256262,2991,123
dqn,grid,13,10013,52.15745111260958,134.0,920.0,96.0,2829,162.130081300813,52.22569089048106,52.02569169960474,2966,123
dqn,grid,14,10014,54.36257505003336,141.0,832.0,85.0,2864,167.02898044692736,53.035804336863336,56.95467980295567,2998,123
dqn,grid,15,10015,54.266972777959985,138.0,1047.0,93.0,2894,168.4799585348998,51.77755308392315,58.86461251167133,3049,123
dqn,grid,16,10016,52.69280821917808,150.0,639.0,89.0,2755,164.87731397459166,49.784599375650366,58.293587174348694,2920,123
dqn,grid,17,10017,56.26900584795322,150.0,679.0,111.0,2938,170.68073519400954,51.41338582677165,65.70172084130019,3078,123
dqn,grid,18,10018,50.54202514890801,129.94999999999982,783.0,85.0,2882,162.11658570437197,50.44155181214906,50.727187206020695,3022,123
dqn,grid,19,10019,53.16983606557377,126.54999999999973,955.0,99.0,2924,165.53146374829,51.18401206636501,56.89255419415645,3050,123
dqn,grid,0,10000,848.8702819956616,2530.399999999999,3450.0,1054.0,1230,419.8260162601626,645.0006802721089,1207.7784431137725,2305,777
dqn,grid,1,10001,770.5642411642411,2275.399999999999,3398.0,1030.0,1351,526.2390821613619,664.6488745980707,964.3270588235295,2405,777
dqn,grid,2,10002,887.9785683669096,2447.8,3534.0,1137.0,1183,486.3736263736264,732.0741704619388,1189.0150753768844,2333,777
dqn,grid,3,10003,431.48612504179204,1457.5,3453.0,923.0,2029,390.9595860029571,352.0415171706817,580.5211538461539,2991,777
dqn,grid,4,10004,776.9266247379455,2303.0,3504.0,971.0,1382,458.64327062228654,662.9843063402385,1006.1060606060606,2385,777
dqn,grid,5,10005,636.9965701219512,2085.399999999998,3465.0,1003.0,1595,431.8909090909091,539.7655502392345,807.7636554621848,2624,777
dqn,grid,6,10006,761.9314667781028,2497.4,3500.0,1072.0,1274,422.9403453689168,599.8706896551724,1104.1768530559168,2393,777
dqn,grid,7,10007,918.564609053498,2407.1999999999935,3572.0,1209.0,1182,552.243654822335,774.6275146009085,1168.066366704162,2430,777
dqn,grid,8,10008,847.1370741482966,2375.5999999999995,3437.0,1255.0,1226,484.33197389885805,697.9473039215686,1129.2665121668597,2495,777
dqn,grid,9,10009,521.8758473064573,1934.000000000001,3520.0,871.0,1858,437.4763186221744,398.86734150239744,771.2138228941685,2803,777
dqn,grid,10,10010,1032.2359201773836,2729.099999999998,3458.0,1185.0,1056,560.3295454545455,851.6620402498265,1351.9004914004913,2255,777
