method,scenario,episode,traffic_seed,espera_media_s,espera_p95_s,espera_max_s,fila_maxima,throughput,tempo_viagem_medio_s,espera_media_avenida_s,espera_media_local_s,n_veiculos,dqn_seed
dqn,pico_assimetrico,8,10008,175.73745954692558,441.0,583.0,208.0,2275,288.85802197802195,138.72894482090996,364.0615763546798,2472,2024
dqn,pico_assimetrico,9,10009,178.00039215686274,414.0,656.0,226.0,2314,295.5942091616249,145.98396226415093,335.8488372093023,2550,2024
dqn,pico_assimetrico,10,10010,166.05108654212734,429.0,579.0,212.0,2411,281.4392368311904,132.9632152588556,339.1140142517815,2623,2024
dqn,pico_assimetrico,11,10011,173.85562965868968,428.0,683.0,206.0,2351,288.951935346661,138.3219466541881,358.1650485436893,2549,2024
dqn,pico_assimetrico,12,10012,161.9705353934603,410.9000000000001,572.0,220.0,2550,272.47607843137257,132.94251394251395,311.67035398230087,2783,2024
dqn,pico_assimetrico,13,10013,193.6559424678274,493.9499999999998,934.0,227.0,2400,311.25666666666666,163.2954954954955,353.37203791469193,2642,2024
dqn,pico_assimetrico,14,10014,162.7975693125712,443.4000000000001,699.0,220.0,2425,273.9756701030928,126.4404168554599,351.15492957746477,2633,2024
dqn,pico_assimetrico,15,10015,176.0942225668864,450.0999999999999,669.0,213.0,2348,292.80451448040884,140.07774178621008,362.29425837320576,2579,2024
dqn,pico_assimetrico,16,10016,169.610088365243,476.75,838.0,214.0,2447,271.2525541479362,138.94181977252845,332.6511627906977,2716,2024
dqn,pico_assimetrico,17,10017,156.287939152481,417.0,566.0,222.0,2544,265.3824685534591,122.38673557278209,335.60136674259684,2761,2024
dqn,pico_assimetrico,18,10018,177.81449389523434,500.1999999999998,714.0,230.0,2302,292.92962641181583,139.23968474733425,395.630890052356,2539,2024
dqn,pico_assimetrico,19,10019,151.8425283156741,359.1999999999998,529.0,211.0,2528,258.8504746835443,124.63440387153541,285.1271551724138,2737,2024
fixo_igual,fora_pico,0,10000,43.08487084870849,106.0,303.0,37.0,1051,95.72502378686964,35.30527638190955,64.58680555555556,1084,
fixo_igual,fora_pico,1,10001,50.56320754716981,163.04999999999995,319.0,39.0,1031,104.68283220174588,35.196129032258064,92.35087719298245,1060,
fixo_igual,fora_pico,2,10002,66.51541850220265,237.29999999999995,431.0,45.0,1088,121.40992647058823,36.46634026927784,143.71698113207546,1135,
fixo_igual,fora_pico,3,10003,57.24857142857143,185.64999999999986,403.0,42.0,1003,112.01894317048854,36.239528795811516,113.37062937062937,1050,
fixo_igual,fora_pico,4,10004,47.53013182674199,117.0,338.0,39.0,1029,101.067055393586,36.905006418485236,76.7773851590106,1062,
